date|source|issue_title|related_content|keywords|description|source_url|image_url
2026-09-17|YouTube 반응|한국에선 절대 이해 못 한다는 네이마르의 레전드 근황 관련 YouTube 화제 영상|한국에선 절대 이해 못 한다는 네이마르의 레전드 근황|예능,리뷰,검색,한국에선,절대,이해,한다는,네이마르의,레전드,근황,짧주|'한국에선 절대 이해 못 한다는 네이마르의 레전드 근황' 영상이 공개 7일 기준 조회수 745,928회, 좋아요 5,782개, 댓글 909개를 기록. 일평균 조회수 약 106,561회. 채널: 짧주. 수집 경로: 검색:한국 예능 리뷰. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=HNrnqSiP1Dg|https://i.ytimg.com/vi/HNrnqSiP1Dg/hqdefault.jpg
2026-09-17|온라인 화제·뉴스|추석 극장가 신작 한국 영화 잇따라 개봉 - v.daum.net|추석 극장가 신작 한국 영화 잇따라 개봉|영화,신작,개봉,추석,극장가,잇따라,daum,net|추석 극장가 신작 한국 영화 잇따라 개봉 v.daum.net|https://v.daum.net/v/20260917125121806|https://img1.daumcdn.net/thumb/S1200x630/?fname=https://t1.daumcdn.net/news/202609/17/sbsi/20260917125123291fjfy.jpg
2026-09-17|온라인 화제·뉴스|추석 극장가 신작 한국 영화 잇따라 개봉 - v.daum.net|추석 극장가 신작 한국 영화 잇따라 개봉|영화,신작,개봉,추석,극장가,잇따라,daum,net|추석 극장가 신작 한국 영화 잇따라 개봉 v.daum.net|https://v.daum.net/v/6vbSYGhD3t|https://img1.daumcdn.net/thumb/S1200x630/?fname=https://t1.daumcdn.net/news/202609/17/sbsi/20260917125123291fjfy.jpg
2026-09-17|온라인 화제·뉴스|추석 극장가 신작 한국 영화 잇따라 개봉 - v.daum.net|추석 극장가 신작 한국 영화 잇따라 개봉|영화,신작,개봉,추석,극장가,잇따라,daum,net|추석 극장가 신작 한국 영화 잇따라 개봉 v.daum.net|https://v.daum.net/v/20260917125121806?f=p|https://img1.daumcdn.net/thumb/S1200x630/?fname=https://t1.daumcdn.net/news/202609/17/sbsi/20260917125123291fjfy.jpg
2026-09-16|YouTube 반응|이 별로부터(Unknown Planet) 관련 YouTube 화제 영상|이 별로부터(Unknown Planet)|SNS,인기,IU,별로부터,Unknown,Planet,MV,이지금,Digital,Single,Lyrics,by,아이유,Composed,구름,SUMIN|'IU '이 별로부터(Unknown Planet)' MV' 영상이 공개 5일 기준 조회수 9,957,246회, 좋아요 64,568개, 댓글 4,237개를 기록. 일평균 조회수 약 1,991,449회. 채널: 이지금 [IU Official]. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=nP1xjFX86Po|https://i.ytimg.com/vi/nP1xjFX86Po/hqdefault.jpg
2026-09-16|YouTube 반응|직장인들 시즌3 관련 YouTube 화제 영상|직장인들 시즌3|공식채널,Coupang,Play,무한상사,출신,시니어,인턴,직장인들,시즌3,쿠팡플레이,출근부터,쉬듯,무례한,인턴들,시리즈,시즌|'무한상사 출신 시니어 인턴 [직장인들 시즌3]' 영상이 공개 5일 기준 조회수 1,592,349회, 좋아요 16,824개, 댓글 712개를 기록. 일평균 조회수 약 318,470회. 채널: 쿠팡플레이 Coupang Play. 수집 경로: 공식채널:Coupang Play. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=849pJt_Rn1g|https://i.ytimg.com/vi/849pJt_Rn1g/hqdefault.jpg
2026-09-16|YouTube 반응|꺾어 관련 YouTube 화제 영상|꺾어|인기,영탁,꺾어,Suit,Dance,수트댄스,Performance,4K,YOUNGTAK,GOGO,1theK,Originals,원더케이,오리지널,SUITDANCE,New1theKOriginal|"'영탁 '꺾어' | Suit Dance | 수트댄스 | Performance | 4K | YOUNGTAK - GOGO' 영상이 공개 5일 기준 조회수 349,635회, 좋아요 8,740개, 댓글 1,472개를 기록. 일평균 조회수 약 69,927회. 채널: 1theK Originals - 원더케이 오리지널. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=bKQ-3FzfEAg|https://i.ytimg.com/vi/bKQ-3FzfEAg/hqdefault.jpg
2026-09-16|YouTube 반응|너말고다른연애 관련 YouTube 화제 영상|너말고다른연애|드라마,예능,영화,리뷰,몰아보기,검색,빨래,설거지,원하는,해주는,서강준,결혼하기,싫은,안은진의,사정,비주얼|'밥 빨래 설거지, '원하는 건 다 해주는 서강준'과 결혼하기 싫은 안은진의 사정, 비주얼 감존살 드라마 [너말고다른연애] 1~2화 몰아보기!' 영상이 공개 5일 기준 조회수 892,428회, 좋아요 3,694개, 댓글 398개를 기록. 일평균 조회수 약 178,486회. 채널: 고몽. 수집 경로: 검색:한국 드라마 리뷰 / 검색:한국 예능 리뷰 / 검색:드라마 몰아보기. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=Q1-IKsv3z1Q|https://i.ytimg.com/vi/Q1-IKsv3z1Q/hqdefault.jpg
2026-09-16|YouTube 반응|1화 관련 YouTube 화제 영상|1화|드라마,공식채널,KBS,Drama,1화,그렇게,나를,속이고,너를,속였다,10년의,연애가,끝이,서강준,안은진,말고|"'[1화 하이라이트] ＂그렇게 나를 속이고 너를 속였다＂ 10년의 연애가 끝이 난 서강준&안은진 [너 말고 다른 연애] | KBS 260912 방송' 영상이 공개 6일 기준 조회수 907,561회, 좋아요 2,490개, 댓글 424개를 기록. 일평균 조회수 약 151,260회. 채널: KBS Drama. 수집 경로: 공식채널:KBS Drama. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=xT1Zezgl_1s|https://i.ytimg.com/vi/xT1Zezgl_1s/hqdefault.jpg
2026-09-16|온라인 화제·뉴스|토토 드림하이 파일 확장자와 실행 방식 - actt.org.tt|토토 드림하이 파일 확장자와 실행 방식|콘텐츠,리메이크,제작,확정,토토,드림하이,파일,확장자와,실행,방식,actt,org,tt|토토 드림하이 파일 확장자와 실행 방식 actt.org.tt|https://www.actt.org.tt/404|
2026-09-15|YouTube 반응|MV 관련 YouTube 화제 영상|MV|인기,MV,영탁,YOUNGTAK,꺾어,GOGO,영탁스클럽,YOUNGTAKsClub,3rd,Album,2026,09,14,6PM,KST,정규3집|'[MV] 영탁(YOUNGTAK) '꺾어(GOGO)'' 영상이 공개 5일 기준 조회수 244,922회, 좋아요 9,603개, 댓글 1,833개를 기록. 일평균 조회수 약 48,984회. 채널: 영탁스클럽 YOUNGTAKsClub. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=Ak1cg1ex0NY|https://i.ytimg.com/vi/Ak1cg1ex0NY/hqdefault.jpg
2026-09-15|YouTube 반응|술래게임 관련 YouTube 화제 영상|술래게임|디즈니플러스,공개,서바이벌,공식채널,Disney,Plus,술래게임,메인,디즈니,플러스,술래를,잡지,못하면,사냥,당한다,도파민|"'술래게임 | 메인 예고편 | 디즈니+' 영상이 공개 5일 기준 조회수 1,362,622회, 좋아요 701개, 댓글 242개를 기록. 일평균 조회수 약 272,524회. 채널: Disney Plus Korea 디즈니 플러스 코리아. 수집 경로: 공식채널:Disney Plus Korea. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=xP-E5CC8SkI|https://i.ytimg.com/vi/xP-E5CC8SkI/hqdefault.jpg
2026-09-15|YouTube 반응|한국인은 절대 혼자보면 안되는 소름돋는 영상ㄷㄷ 관련 YouTube 화제 영상|한국인은 절대 혼자보면 안되는 소름돋는 영상ㄷㄷ|예능,영화,리뷰,공포,검색,한국인은,절대,혼자보면,안되는,소름돋는,뽀구미,혼자,보면,안된다는,영상들을,모아봤습니다|'한국인은 절대 혼자보면 안되는 소름돋는 영상ㄷㄷ' 영상이 공개 7일 기준 조회수 319,996회, 좋아요 3,094개, 댓글 1,174개를 기록. 일평균 조회수 약 45,714회. 채널: 뽀구미. 수집 경로: 검색:한국 예능 리뷰. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=GXq8Pj0Mo_E|https://i.ytimg.com/vi/GXq8Pj0Mo_E/hqdefault.jpg
2026-09-15|YouTube 반응|≪메이드 인 코리아≫ 시즌2.. 드디어 떴다.. 관련 YouTube 화제 영상|≪메이드 인 코리아≫ 시즌2.. 드디어 떴다..|드라마,영화,공개,결말,검색,메이드,시즌2,드디어,떴다,지무비,Movie,메이드인코리아2,디즈니,오리지널,시리즈,1화|'≪메이드 인 코리아≫ 시즌2.. 드디어 떴다..' 영상이 공개 7일 기준 조회수 2,221,781회, 좋아요 5,812개, 댓글 1,070개를 기록. 일평균 조회수 약 317,397회. 채널: 지무비 : G Movie. 수집 경로: 검색:영화 요약. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=pbDwqdmKoj4|https://i.ytimg.com/vi/pbDwqdmKoj4/hqdefault.jpg
2026-09-15|Netflix Top 10|The Secret Woman 넷플릭스 한국 Top 10 4위|The Secret Woman|OTT,넷플릭스,신작,랭킹,Secret,Woman,Films|Netflix 공식 국가별 주간 Top 10에서 한국 4위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|Netflix Top 10|Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe 넷플릭스 한국 Top 10 6위|Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe|OTT,넷플릭스,신작,랭킹,Mobile,Suit,Gundam,Hathaway,Sorcery,of,Nymph,Circe,Films|Netflix 공식 국가별 주간 Top 10에서 한국 6위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|Netflix Top 10|The Magnificent Seven 넷플릭스 한국 Top 10 7위|The Magnificent Seven|OTT,넷플릭스,신작,랭킹,Magnificent,Seven,Films|Netflix 공식 국가별 주간 Top 10에서 한국 7위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|Netflix Top 10|The Hard Corps 넷플릭스 한국 Top 10 8위|The Hard Corps|OTT,넷플릭스,신작,랭킹,Hard,Corps,Films|Netflix 공식 국가별 주간 Top 10에서 한국 8위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|Netflix Top 10|Wolf Man 넷플릭스 한국 Top 10 9위|Wolf Man|OTT,넷플릭스,신작,랭킹,Wolf,Man,Films|Netflix 공식 국가별 주간 Top 10에서 한국 9위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|Netflix Top 10|Demon Slayer: Kimetsu no Yaiba Infinity Castle I 넷플릭스 한국 Top 10 10위|Demon Slayer: Kimetsu no Yaiba Infinity Castle I|OTT,넷플릭스,신작,랭킹,Demon,Slayer,Kimetsu,no,Yaiba,Infinity,Castle,Films|Netflix 공식 국가별 주간 Top 10에서 한국 10위. 카테고리: Films. 누적 Top 10 진입 6주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|Netflix Top 10|Our Sticky Love: Limited Series 넷플릭스 한국 Top 10 10위|Our Sticky Love|OTT,넷플릭스,신작,랭킹,Our,Sticky,Love,Limited,Series,TV|Netflix 공식 국가별 주간 Top 10에서 한국 10위. 카테고리: TV. 누적 Top 10 진입 5주. 집계 주간: 2026-09-06.|https://www.netflix.com/unsupportedbrowser|
2026-09-15|온라인 화제·뉴스|베트남 크리에이터가 잇는 K-뷰티…서울 체험서 하노이 현지 홍보까지 - newskorea.ne.kr|베트남 크리에이터가 잇는 K-뷰티|콘텐츠,수상,해외,반응,베트남,크리에이터가,잇는,뷰티,서울,체험서,하노이,현지,홍보까지,newskorea,ne,kr|베트남 크리에이터가 잇는 K-뷰티…서울 체험서 하노이 현지 홍보까지 newskorea.ne.kr|https://www.newskorea.ne.kr/news/articleView.html?idxno=21474|https://cdn.newskorea.ne.kr/news/photo/202609/21474_54407_3312.jpg
2026-09-15|온라인 화제·뉴스|베트남 크리에이터가 먼저 써봤다...K-뷰티 현지 공략 새 공식 - trend-korea.co.kr||콘텐츠,수상,해외,반응,베트남,크리에이터가,먼저,써봤다,뷰티,현지,공략,trend,korea,co,kr|베트남 크리에이터가 먼저 써봤다...K-뷰티 현지 공략 새 공식 trend-korea.co.kr|https://www.trend-korea.co.kr/news/articleView.html?idxno=1989|https://cdn.trend-korea.co.kr/news/photo/202609/1989_2760_1755.jpg
2026-09-14|YouTube 반응|스타크래프트 관련 YouTube 화제 영상|스타크래프트|합류,명장면,인기,스타크래프트,발표,시네마틱,자치령,인류가,가장,위기에,처했을,자치령의,아들과,딸들은,부름에,응답했습니다|"'스타크래프트 | 발표 시네마틱 | 자치령' 영상이 공개 7일 기준 조회수 985,784회, 좋아요 8,907개, 댓글 4,113개를 기록. 일평균 조회수 약 140,826회. 채널: 스타크래프트. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=Gu7_LaU3fgk|https://i.ytimg.com/vi/Gu7_LaU3fgk/hqdefault.jpg
2026-09-14|YouTube 반응|LIVE 관련 YouTube 화제 영상|LIVE|넷플릭스,신작,공개,리뷰,몰아보기,인기,스타,발표,디아블로5,블리즈컨,2026,개막식,LIVE,더큐TV,TheQ,00|'스타 신작 발표! 디아블로5 공개 등... 블리즈컨 2026 개막식 리뷰 [LIVE 하이라이트]' 영상이 공개 6일 기준 조회수 331,326회, 좋아요 1,387개, 댓글 823개를 기록. 일평균 조회수 약 55,221회. 채널: 더큐TV_TheQ. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=aljYQWxZATg|https://i.ytimg.com/vi/aljYQWxZATg/hqdefault.jpg
2026-09-14|YouTube 반응|지금 관련 YouTube 화제 영상|지금|드라마,영화,공개,쇼츠,리뷰,결말,애니,출연,명장면,몰아보기,검색,표학수,마음,잡아주는,백기태,원지안|"'표학수 마음 잡아주는 백기태, 원지안 정우성 현빈 ""지금명장면"" #shorts' 영상이 공개 7일 기준 조회수 1,890,650회, 좋아요 11,281개, 댓글 396개를 기록. 일평균 조회수 약 270,093회. 채널: 지금. 수집 경로: 검색:드라마 명장면 쇼츠. 영상 유형: 쇼츠/숏폼 후보."|https://www.youtube.com/watch?v=i1KXm1j_m4o|https://i.ytimg.com/vi/i1KXm1j_m4o/hqdefault.jpg
2026-09-14|YouTube 반응|개봉조차 못 할 뻔한 한국 영화의 관련 YouTube 화제 영상|개봉조차 못 할 뻔한 한국 영화의|영화,넷플릭스,공개,쇼츠,화제,해석,결말,반전,감독,검색,개봉조차,뻔한,영화의,영화보다,국내,투자자가|'개봉조차 못 할 뻔한 한국 영화의 결말' 영상이 공개 7일 기준 조회수 1,179,438회, 좋아요 11,056개, 댓글 489개를 기록. 일평균 조회수 약 168,491회. 채널: 영화보다. 수집 경로: 검색:영화 결말 해석. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=XhyCJw5sRmE|https://i.ytimg.com/vi/XhyCJw5sRmE/hqdefault.jpg
2026-09-14|YouTube 반응|상남자 강찬석! #신병4 6회 #쇼츠 관련 YouTube 화제 영상|상남자 강찬석! #신병4 6회 #쇼츠|드라마,쇼츠,명장면,검색,상남자,강찬석,신병4,6회,ENA,DRAMA,계급이,오르고,고민도,늘어버린,상병,박민석|'상남자 강찬석! #신병4 6회 #쇼츠' 영상이 공개 7일 기준 조회수 3,121,234회, 좋아요 19,667개, 댓글 804개를 기록. 일평균 조회수 약 445,891회. 채널: ENA DRAMA. 수집 경로: 검색:드라마 명장면 쇼츠. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=mzpHcH3jdwM|https://i.ytimg.com/vi/mzpHcH3jdwM/hqdefault.jpg
2026-09-14|YouTube 반응|신병4 : 사보타주 관련 YouTube 화제 영상|신병4 : 사보타주|드라마,티빙,쇼츠,명장면,검색,EP,새끼들을,취급,군인,집단폭행,사건,두고,대대장,VS,번영회장,기싸움|"'【EP.6-3 l 명장면】 ""내 새끼들을 개 취급ㅋ?"" 군인 집단폭행 사건 두고 💥대대장 VS 번영회장 기싸움💥ㅣ《신병4 : 사보타주》' 영상이 공개 7일 기준 조회수 1,454,347회, 좋아요 2,862개, 댓글 706개를 기록. 일평균 조회수 약 207,764회. 채널: 스튜디오지니. 수집 경로: 검색:드라마 명장면 쇼츠. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=jiypKNKdgm0|https://i.ytimg.com/vi/jiypKNKdgm0/hqdefault.jpg
2026-09-14|YouTube 반응|로또 1등도 출근합니다 관련 YouTube 화제 영상|로또 1등도 출근합니다|티빙,클립,공식채널,TVING,로또,1등도,출근합니다,팀장,vs,대리,사무실,맞짱,직관한,2화,구경하면서,팝콘도|"'[로또 1등도 출근합니다] 팀장 vs 대리 사무실 맞짱 직관한 썰 | 2화 클립 | TVING' 영상이 공개 5일 기준 조회수 739,252회, 좋아요 1,748개, 댓글 426개를 기록. 일평균 조회수 약 147,850회. 채널: TVING 티빙. 수집 경로: 공식채널:TVING. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=nmxvKiskElw|https://i.ytimg.com/vi/nmxvKiskElw/hqdefault.jpg
2026-09-14|온라인 화제·뉴스|‘오디세이’ 피해 추석만 기다린 한국 영화들…전도연·박해일·한소희 누가 웃을까 - 한국일보|오디세이|영화,신작,개봉,오디세이,피해,추석만,기다린,영화들,전도연,박해일,한소희,누가,웃을까,한국일보|‘오디세이’ 피해 추석만 기다린 한국 영화들…전도연·박해일·한소희 누가 웃을까 한국일보|https://www.hankookilbo.com/news/article/A2026091113590005115|https://newsimg.hankookilbo.com/2026/09/11/4a41f1cf-411c-48b2-92a4-8b1ec27862cb.jpg
2026-09-13|YouTube 반응|애플 이건 선 넘었지ㄷㄷ 관련 YouTube 화제 영상|애플 이건 선 넘었지ㄷㄷ|영화,공개,유튜브,검색,애플,이건,넘었지,하루,만에,반응,싸하다,뉴스다,JTBC,News,00,우리도|"'""애플 이건 선 넘었지ㄷㄷ"" 공개 하루 만에 반응 '싸하다' #뉴스다 / JTBC News' 영상이 공개 7일 기준 조회수 5,562,744회, 좋아요 9,901개, 댓글 8,221개를 기록. 일평균 조회수 약 794,678회. 채널: JTBC News. 수집 경로: 검색:영화 요약. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=x-2jN1yitPM|https://i.ytimg.com/vi/x-2jN1yitPM/hqdefault.jpg
2026-09-13|YouTube 반응|직장인들 시즌3 관련 YouTube 화제 영상|직장인들 시즌3|공식채널,Coupang,Play,다들,회사에서,싸우지,마세요,직장인들,시즌3,3화,쿠팡플레이,사건,사고가,끊이지,않는,DY기획|'다들 회사에서 싸우지 마세요 [직장인들 시즌3] 3화 하이라이트' 영상이 공개 4일 기준 조회수 1,435,676회, 좋아요 2,477개, 댓글 398개를 기록. 일평균 조회수 약 358,919회. 채널: 쿠팡플레이 Coupang Play. 수집 경로: 공식채널:Coupang Play. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=VaI5OWZculU|https://i.ytimg.com/vi/VaI5OWZculU/hqdefault.jpg
